PromptID,Temp,HP,HR,HF1,UP,UR,UF1,UN,UT1,UT2
0,0.5,1.0,1.0,1.0,0.41220000000000007,0.04546666666666666,0.2166666666666667,0.13823333333333335,0.10729999999999998,0.2911333333333333
1,0.5,1.0,1.0,1.0,0.41220000000000007,0.04546666666666666,0.2166666666666667,0.13823333333333335,0.10729999999999998,0.2911333333333333
2,0.5,1.0,1.0,1.0,0.41220000000000007,0.04546666666666666,0.2166666666666667,0.13823333333333335,0.10729999999999998,0.2911333333333333
