PromptID,Temp,HP,HR,HF1,UP,UR,UF1
0,0.5,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.296,-0.08406666666666666,0.08543333333333333
0,0.7,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.27579166666666666,-0.11908333333333333,0.057083333333333326
0,1.0,0.75,0.75,0.75,0.28750000000000003,-0.07629166666666666,0.082
1,0.5,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.296,-0.08406666666666666,0.08543333333333333
1,0.7,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.27579166666666666,-0.11908333333333333,0.057083333333333326
1,1.0,0.75,0.75,0.75,0.28750000000000003,-0.07629166666666666,0.082
2,0.5,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.296,-0.08406666666666666,0.08543333333333333
2,0.7,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.27579166666666666,-0.11908333333333333,0.057083333333333326
2,1.0,0.75,0.75,0.75,0.28750000000000003,-0.07629166666666666,0.082
