State,FileID,PromptID,DocID,Temp,ThreadID,HeadScore,ExScoreP,ExScoreR,ExScoreF1,UT,UT1,UT2
I,1,2,0,0.4,thread_lgAWZpdNtjKhjYC18ieCiBLq,1.0,0.217,-0.400,-0.109,0.727,0.571,1.000
I,1,2,0,0.4,thread_IVOH26WVkd645kGFbsvRF6c6,1.0,0.244,-0.412,-0.104,0.727,0.571,1.000
I,1,2,0,0.4,thread_k7KmBZqPZzPZ2ZAQfMHnId9T,1.0,0.244,-0.412,-0.104,0.727,0.571,1.000
I,1,2,0,0.4,thread_EkBE8jLaBWh8QM7BH9Dn5IQj,1.0,0.214,-0.403,-0.112,0.727,0.571,1.000
I,2,2,0,0.4,thread_GWBUZZAktXZJW4EnD7MJ1qsl,1.0,0.089,-0.227,-0.072,0.182,0.167,0.200
I,2,2,0,0.4,thread_KJkGMS43VYiF9swYZQuuYCBL,1.0,0.065,-0.260,-0.101,0.182,0.167,0.200
I,2,2,0,0.4,thread_ADHIDuBxHWvRociPEx0SddQZ,1.0,0.024,-0.309,-0.146,0.167,0.167,0.167
I,2,2,0,0.4,thread_td03yhDyWNF5HYHURvnvaJXB,1.0,0.123,-0.173,-0.028,0.000,0.000,0.000
I,2,2,0,0.4,thread_cNCJvIdIVq4oTcF4iXDKI6gE,1.0,0.047,-0.346,-0.156,0.182,0.167,0.200
I,2,2,0,0.4,thread_WwryLh4sM10ene9GAzJAO8JJ,1.0,0.067,-0.117,-0.025,0.286,0.167,1.000
I,2,2,0,0.4,thread_T5htvbcP0E3iTzoqVNuw4fSv,0.0,0.049,-0.125,-0.038,0.000,0.000,0.000
I,2,2,0,0.4,thread_qauPqVkl1GPp4dySA3rFC9w7,0.0,-0.014,-0.203,-0.109,0.000,0.000,0.000
I,2,2,0,0.4,thread_Z1uaaYnCuAilFAQWcpHIIuNz,1.0,0.177,-0.244,-0.041,0.200,0.167,0.250
I,2,2,0,0.4,thread_eGXCbiE9r58Fe3TVoHFTqmOY,1.0,0.062,-0.274,-0.110,0.182,0.167,0.200
I,3,2,0,0.4,thread_pt7xIUJS2QVyj1xV8kwqwz9V,1.0,0.084,-0.299,-0.113,0.667,0.500,1.000
I,3,2,0,0.4,thread_Bx227gghzxMF63sMEtxEtYZ9,1.0,0.098,-0.329,-0.123,0.667,0.500,1.000
I,3,2,0,0.4,thread_LSFZGhMxGnyN3zxdjJdZlAAa,1.0,0.094,-0.331,-0.126,0.667,0.500,1.000
I,3,2,0,0.4,thread_BSbQ7XsTRhsOn3Mc0NCFZyzC,1.0,0.092,-0.338,-0.131,0.667,0.500,1.000
I,3,2,0,0.4,thread_EmuhXBR81I3Ydw6elsV0oJqd,1.0,0.098,-0.329,-0.123,0.667,0.500,1.000
I,3,2,0,0.4,thread_0aljtPcNCFvDY5FMV1eJNAZl,1.0,0.055,-0.180,-0.064,0.286,0.167,1.000
I,3,2,0,0.4,thread_pFLvA0q7finbwSprRcaVMf8p,1.0,0.098,-0.329,-0.123,0.667,0.500,1.000
I,3,2,0,0.4,thread_ZzN0P8gtY4ATXq5MqJqwTruq,1.0,0.098,-0.329,-0.123,0.667,0.500,1.000
I,3,2,0,0.4,thread_RriaGpdpUozd7YUJQidSKIvL,1.0,0.094,-0.331,-0.126,0.667,0.500,1.000
S,4,2,0,0.4,thread_neyiGyhWQsCCynE76XJE4h1V,1.0,0.069,0.082,0.077,1.000,1.000,1.000
S,4,2,0,0.4,thread_hzUhAS5u7VAyuX73GuWo7mPN,1.0,0.010,0.000,0.006,1.000,1.000,1.000
S,4,2,0,0.4,thread_fBSxh1Bsk5tWdTKrgICaLFDU,1.0,0.013,-0.014,0.001,1.000,1.000,1.000
S,4,2,0,0.4,thread_7dDKoNwxBqbqECfMc0iTngCN,1.0,0.019,-0.036,-0.007,1.000,1.000,1.000
S,4,2,0,0.4,thread_GGc0heOiGG2kYegHT6fqBDZ8,1.0,0.007,-0.134,-0.063,1.000,1.000,1.000
S,4,2,0,0.4,thread_xp6jf93jEiKfDhQXYVpKPsWy,1.0,0.003,-0.025,-0.009,1.000,1.000,1.000
S,4,2,0,0.4,thread_9jGclaoWA5tIykFR5RFRUVrJ,1.0,0.040,0.057,0.050,1.000,1.000,1.000
S,4,2,0,0.4,thread_UzjuhoejC4ielPy7yOk0KoTW,0.0,-0.038,-0.133,-0.084,0.000,0.000,0.000
S,4,2,0,0.4,thread_WhLNSjEy9PWv78xTNCZKPaEG,1.0,0.078,0.010,0.045,1.000,1.000,1.000
S,4,2,0,0.4,thread_QHg7SeQhHMGD9ZHlsrNfvo2g,1.0,0.024,0.016,0.022,1.000,1.000,1.000
S,5,2,0,0.4,thread_JY18ZRTm3dE81waWaP4WWU6D,0.0,-0.027,0.007,-0.008,0.000,0.000,0.000
S,5,2,0,0.4,thread_EBh0vc2tATIfyEo5vTbGnh2o,1.0,-0.003,-0.080,-0.040,1.000,1.000,1.000
S,5,2,0,0.4,thread_NA15Omk7cF5zOk0r7ULcBLiE,0.0,0.021,-0.264,-0.124,0.000,0.000,0.000
S,5,2,0,0.4,thread_Lyt9bxZqHkvoCqfw81rnnHcI,1.0,0.043,0.033,0.039,1.000,1.000,1.000
S,5,2,0,0.4,thread_NcJ6v25lqLZplj4akXPvZvBT,1.0,0.044,-0.081,-0.018,1.000,1.000,1.000
S,5,2,0,0.4,thread_PhbVjqDL5mcldq2Nic5oNPjL,1.0,0.030,0.056,0.044,1.000,1.000,1.000
S,5,2,0,0.4,thread_S3kZWZC9XGULlL5iMHucUzdL,0.0,-0.044,-0.249,-0.147,0.000,0.000,0.000
S,5,2,0,0.4,thread_9LBKDU5STvC9uolREJ8zABEV,1.0,0.016,-0.053,-0.017,1.000,1.000,1.000
S,5,2,0,0.4,thread_bEGDkGe93lIY4QWKFD4r8nuD,0.0,0.015,0.001,0.009,0.000,0.000,0.000
S,5,2,0,0.4,thread_kxc1TyjBEK57ZO4BZfO5Kjlz,1.0,0.046,-0.029,0.010,0.000,0.000,0.000
I,0,3,0,0.4,thread_sS8KlrkUPX48sNPdqTZeUp3T,0.0,0.030,-0.080,-0.024,0.000,0.000,0.000
I,0,3,0,0.4,thread_oeeCjnTsNL9zgjWA4dFOOnjH,1.0,0.072,-0.259,-0.097,0.267,0.333,0.222
I,0,3,0,0.4,thread_FAh7FMAGrW4l81Zsl8GT9bhe,0.0,-0.014,-0.115,-0.063,0.000,0.000,0.000
I,0,3,0,0.4,thread_bkYIhpzbPUKogMoj3grHLdXP,0.0,0.022,-0.093,-0.035,0.000,0.000,0.000
I,0,3,0,0.4,thread_0BXWQAvCj2hWJiCaL5NwyoKD,1.0,0.100,-0.370,-0.145,0.182,0.167,0.200
I,0,3,0,0.4,thread_bdSN1g9PSO7ccjsUZp2Rp1Af,1.0,0.093,-0.280,-0.099,0.182,0.167,0.200
I,0,3,0,0.4,thread_YCNz7Xm5zZqUVddVhIs5w1Kb,0.0,0.001,-0.103,-0.050,0.000,0.000,0.000
I,0,3,0,0.4,thread_4CxACAGZhbzymGQhcAwnpWSo,0.0,0.010,-0.157,-0.073,0.000,0.000,0.000
I,0,3,0,0.4,thread_pWq39SMYMLq0VbBEowj715tP,0.0,0.023,-0.117,-0.046,0.000,0.000,0.000
I,0,3,0,0.4,thread_wofB15SHYEUfEWeg96JR4aJQ,1.0,0.096,-0.273,-0.094,0.000,0.000,0.000
I,1,3,0,0.4,thread_4nHsqPMvBa5VwAC7wjRPMkuE,1.0,0.263,-0.340,-0.055,0.600,0.429,1.000
I,1,3,0,0.4,thread_OpdW4iOG8QPUDp96B3gWBXFh,1.0,0.263,-0.340,-0.055,0.600,0.429,1.000
I,1,3,0,0.4,thread_4k05tXzXbxrNP458lyZRWeNU,1.0,0.263,-0.340,-0.055,0.600,0.429,1.000
I,1,3,0,0.4,thread_vN2BpanP7kkYEOkVIaTtf9mP,1.0,0.263,-0.340,-0.055,0.600,0.429,1.000
I,1,3,0,0.4,thread_JSeucgnD0oG07CGMk5610Uzc,1.0,0.515,-0.143,0.166,0.600,0.429,1.000
I,1,3,0,0.4,thread_oSmkNqlXbx4vhZ3MnjIFS5qp,1.0,0.263,-0.340,-0.055,0.600,0.429,1.000
I,1,3,0,0.4,thread_fO2jQTWwzHjPnk844PpOc5CH,1.0,0.263,-0.340,-0.055,0.600,0.429,1.000
I,1,3,0,0.4,thread_fx786QtKLzyqgPf6hCwKOOxX,1.0,0.263,-0.340,-0.055,0.600,0.429,1.000
I,1,3,0,0.4,thread_V0siRMktLQ606YYnTOhuK6JV,1.0,0.263,-0.340,-0.055,0.600,0.429,1.000
I,1,3,0,0.4,thread_1qPHYZTb75l0YjrCpuhQyxCy,1.0,0.239,-0.315,-0.052,0.600,0.429,1.000
I,2,3,0,0.4,thread_yMeDVLpSWOHuEDYuwoTUxGHZ,1.0,0.035,-0.269,-0.120,0.000,0.000,0.000
I,2,3,0,0.4,thread_Ex0sb0QpoVBaXX4zlhvL0kfI,1.0,0.067,-0.314,-0.129,0.667,0.500,1.000
I,2,3,0,0.4,thread_eHRVvV7ZkyRYofbJSOUQcAbA,1.0,0.072,-0.302,-0.121,0.667,0.500,1.000
I,2,3,0,0.4,thread_aaHHmz2aZD6vNibnzgZYZY4H,1.0,0.092,-0.302,-0.111,0.167,0.167,0.167
I,2,3,0,0.4,thread_EX6z6hJR5ZBGwzfYi7V2dSkq,1.0,0.065,-0.329,-0.138,0.800,0.667,1.000
I,2,3,0,0.4,thread_E1AIlAkhJcp83p7F88Ox1TZZ,1.0,0.070,-0.369,-0.158,0.800,0.667,1.000
I,2,3,0,0.4,thread_nsimC03Xwy2NFYDiNcb3X8MX,1.0,0.121,-0.283,-0.088,0.800,0.667,1.000
I,2,3,0,0.4,thread_wfRwG2AUaymp8JbCMbZljeDt,1.0,0.096,-0.273,-0.094,0.167,0.167,0.167
I,2,3,0,0.4,thread_dfUDYDYciz8iboSc5FMzyCez,0.0,0.023,-0.167,-0.072,0.000,0.000,0.000
I,2,3,0,0.4,thread_awUP54rgcXdNZlx9nvgPX6SP,1.0,0.063,-0.362,-0.157,0.800,0.667,1.000
I,3,3,0,0.4,thread_mO53Nku2uF1OLO8Gdkk5p2rg,0.0,0.014,-0.144,-0.064,0.000,0.000,0.000
I,3,3,0,0.4,thread_Ois6XJ8k2dbsr7dEJ1KFYddv,1.0,0.098,-0.329,-0.123,0.667,0.500,1.000
I,3,3,0,0.4,thread_uSEERaiugAuYhFCNQpMZO1Pk,1.0,0.098,-0.329,-0.123,0.667,0.500,1.000
I,3,3,0,0.4,thread_ftDG21KfH0vjWeJeDaQcUkuX,1.0,0.098,-0.329,-0.123,0.667,0.500,1.000
I,3,3,0,0.4,thread_TMd23S6PBlF11uXThSyVXGOm,1.0,0.098,-0.329,-0.123,0.667,0.500,1.000
I,3,3,0,0.4,thread_PkL02GoMsYhzdw1QhzgxnU2n,1.0,0.098,-0.329,-0.123,0.667,0.500,1.000
I,3,3,0,0.4,thread_6xKrr90Jv20Hb9SDxsVNO0J6,1.0,0.128,-0.021,0.054,0.667,0.500,1.000
I,3,3,0,0.4,thread_NAGxfQCuEfNqc7XiyleVFX5r,1.0,0.098,-0.329,-0.123,0.667,0.500,1.000
I,3,3,0,0.4,thread_MODOHa5iRAKa2mRobHCatQap,1.0,0.102,-0.265,-0.086,0.500,0.333,1.000
I,3,3,0,0.4,thread_QFdQ8dpAJWXIxUuPgsnlpwY8,1.0,0.098,-0.329,-0.123,0.667,0.500,1.000
S,4,3,0,0.4,thread_8EE27BxTjF5P23gpedVSqRfM,1.0,0.037,0.054,0.047,1.000,1.000,1.000
S,4,3,0,0.4,thread_oVAfj4afA7OEw570F6E2w2p0,1.0,0.059,-0.060,-0.000,1.000,1.000,1.000
S,4,3,0,0.4,thread_cxtw9SVpd6JBGLttXspcTa47,1.0,0.040,0.058,0.050,1.000,1.000,1.000
S,4,3,0,0.4,thread_0i0xNxJX8fJpVf9Bk4tOoyjH,1.0,0.040,0.058,0.050,1.000,1.000,1.000
S,4,3,0,0.4,thread_PtuVZpf6oOGsK3n1CX34jYRH,1.0,0.029,-0.046,-0.007,1.000,1.000,1.000
S,4,3,0,0.4,thread_IadomFr9RS1UobVZPw0SdNqz,1.0,0.030,0.016,0.025,1.000,1.000,1.000
S,4,3,0,0.4,thread_zGPWJUwb47Pc59SCG0Bu3kKu,1.0,0.032,0.114,0.074,1.000,1.000,1.000
S,4,3,0,0.4,thread_qrdihWWGVZwjYYSWbkznlG7f,1.0,0.032,0.036,0.036,1.000,1.000,1.000
S,4,3,0,0.4,thread_lHvOjnrMpUM134HJHwC5xbAD,1.0,0.061,0.044,0.054,1.000,1.000,1.000
S,4,3,0,0.4,thread_7SaJmrqkqnqxWz91e3cdxzVm,1.0,0.037,0.054,0.047,1.000,1.000,1.000
S,5,3,0,0.4,thread_ig1AIL9vOOQJOHoCzG3uh9uN,1.0,0.038,-0.011,0.015,1.000,1.000,1.000
S,5,3,0,0.4,thread_9YuWOPSlJPzpGUNDMGKuCE60,0.0,0.039,0.178,0.109,0.000,0.000,0.000
S,5,3,0,0.4,thread_osQwN5e5h87QX3ne246cok8Q,1.0,0.027,0.048,0.039,1.000,1.000,1.000
S,5,3,0,0.4,thread_W4hlFXo0Qr6kjE0y6KxfBEU7,1.0,0.033,0.009,0.022,1.000,1.000,1.000
S,5,3,0,0.4,thread_wb5KpXaZyaET2wdDr545Fws8,0.0,0.021,0.223,0.121,0.000,0.000,0.000
S,5,3,0,0.4,thread_9orZPlP4UxcGYGUEuWEFtxtn,0.0,0.083,-0.089,-0.003,0.000,0.000,0.000
S,5,3,0,0.4,thread_2eQQIx4EdNp5YJzKkRoZZ1R5,1.0,0.053,-0.051,0.002,1.000,1.000,1.000
