PromptID,Temp,HP,HR,HF1,UP,UR,UF1,UN,UT1,UT2
0,0.5,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.2787,-0.0034333333333333364,0.12349999999999998,0.22633333333333333,0.1612333333333333,0.5144333333333333
0,0.7,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.29491666666666666,-0.01791666666666666,0.12350000000000001,0.16358333333333333,0.11116666666666668,0.3958333333333333
0,1.0,0.75,0.75,0.75,0.2694166666666667,0.0014583333333333288,0.121,0.17808333333333334,0.12404166666666668,0.4166666666666667
1,0.5,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.2787,-0.0034333333333333364,0.12349999999999998,0.22633333333333333,0.1612333333333333,0.5144333333333333
1,0.7,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.29491666666666666,-0.01791666666666666,0.12350000000000001,0.16358333333333333,0.11116666666666668,0.3958333333333333
1,1.0,0.75,0.75,0.75,0.2694166666666667,0.0014583333333333288,0.121,0.17808333333333334,0.12404166666666668,0.4166666666666667
2,0.5,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.2787,-0.0034333333333333364,0.12349999999999998,0.22633333333333333,0.1612333333333333,0.5144333333333333
2,0.7,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.29491666666666666,-0.01791666666666666,0.12350000000000001,0.16358333333333333,0.11116666666666668,0.3958333333333333
2,1.0,0.75,0.75,0.75,0.2694166666666667,0.0014583333333333288,0.121,0.17808333333333334,0.12404166666666668,0.4166666666666667
